region,crop,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Southeast Asia,OilCrop,3221228,3257491,3345536,3208233,3490247,3390274,3295556,3739123,3483090,3791246,4048466,3991027,3906710,4245914,4157783,4023645,4104763,4219090,4723917,4269075,4611852,4477184,4696716,4814335,5411449,5899944,5412938,5447126,5641127,5939753,5943602,6110750,6092177,5962180,6396195,6101265,5734874,5451807,5724971,5818441,5840301,5554634,5856894,6149437,6301448,6328418,6303098,6777869,6970622,6923180.94
Southeast Asia,OtherGrain,2305151,2321417,2199273,2459817,2450797,2437452,2484151,2267922,2182706,2362896,2311645,2164680,2420827,2284868,2348424,2280031,2375846,2322125,2209809,2055441,2303997,2027357,2386150,2360913,2297658,2151559,1756198,2050321,2115595,2070410,1873066,2105789,1916174,2207787,2064590,1925643,2297592,2291549,2076135,2021647,1963490,2047033,2330546,2064893,2093481,2140072,2137458,2061823,2095468,2084390.18
Southeast Asia,PalmFruit,3808281,3956979,4084108,4194114,4351621,4331255,4557309,4618427,4772155,4912010,5167522,5301371,5415922,5646407,5890785,6283030,6603957,6921558,7311973,7620959,7822672,7952504,8023882,8246044,8567095,8908072,8958270,9187392,9392616,9655562,9777918,9950585,10330890,10743867,10983360,11354748,11612253,11919934,12160356,12709537,13323388,13834639,14059487,14500669,15092172,15736972,16578638,17219908,17818792,17954989
Southeast Asia,Rice,33081187,34523582,34522281,35423939,35606518,36539745,36740841,37651713,38385123,37927186,37808543,36974619,39515085,39475485,41141333,40137483,41096620,42091672,41463992,42504715,43002611,41949467,41993042,43195904,43842424,43608050,42629641,43930619,44833802,43767770,43356885,44206360,44620425,44955003,46301810,46652771,46606746,46220857,49396166,49192747,48767411,48574329,49461968,49318178,50767332,51432783,52093571,54081341,55090661,55058579.6
Southeast Asia,Root_Tuber,2878161,3037092,3204681,3302566,3285789,3061266,3090312,3178222,3157067,3101957,3122754,3271416,3468744,3684819,3448247,3605339,3754957,3969971,3782792,4104350,4130036,3858523,3722329,4223629,4205786,3921082,4103748,4420223,4539679,4341938,4260644,4341272,4391653,4295432,4160269,4200429,4043500,3825197,4096637,4129306,4048994,3963468,4028669,4101778,4047826,4212970,4302400,4406165,4570993,4469332.6
Southeast Asia,SugarCrop,1086719,1174316,1281164,1288194,1417097,1479545,1524602,1410379,1509997,1637413,1754388,1681126,1686812,1952926,2058213,2190886,2409066,2495999,2330338,2192500,2320664,2702126,2632754,2561406,2561707,2417761,2360308,2476533,2641726,2729570,2930224,3114484,3239901,3128693,3272367,3329833,3244548,3293207,3366937,3264476,3202377,3331604,3534206,3517555,3323985,3231338,3438943,3687789,3379244,3179557
Southeast Asia,Wheat,7064753,7475637,7611904,7619813,7935115,7831310,7707898,8383640,8616622,8816926,8752658,9116187,8705861,8848898,8671803,9033470,9338203,9363559,9560953,9846630,10080588,10203599,10347533,10266961,10211049,10168797,10737819,10249397,10627298,10748298,10936686,10777194,11603361,11384108,11397977,11885259,11717180,12102659,11899483,12070528,11458618,11296630,11828888,11509936,12056085,12142676,12251572,11878625,12809752,12691749.12
Southeast Asia,Cotton_Fiber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southeast Asia,Cotton_Total,1694632,1727916,1895340,1921677,1980888,1973579,2089910,2118590,2034083,1974529,2243234,2322473,2144676,2419570,2192900,2192413,2192414,2216647,2478796,2494088,2698676,2709942,2657456,2646243,2837306,2918730,2893484,2967621,2941000,2960620,3201343,3206588,3154619,2961444,3366101,3660211,3424698,3315558,3399626,3361438,3543595,3150603,3330479,3564344,3461226,3437581,3427718,3190842,3475557,3076533
USA,Corn,23684881,22895304,24263213,22708422,22741913,23418921,24901630,23012083,22420140,23512684,26267375,23586862,25466097,26803756,27736169,29282483,29298954,29413778,29613352,29841236,30495039,29684080,21073020,29346002,30689640,28127330,24333650,23826930,26476580,27371890,28146475,29455580,25744107,29645580,26676400,29682550,29693650,29661721,28810140,29599081,28110036,28325681,28979025,30057658,30656733,28831453,35258212,32037833,32419169,33198279
USA,FiberCrop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA,FodderGrass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA,FodderHerb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA,MiscCrop,3777091,3801445,3701114,3647779,3634637,3687596,3628300,3653571,3670441,3619870,3562359,3567778,3615065,3772570,3815070,3761716,3705536,3876570,3743549,3941389,4072286,3871342,3504609,3630285,3660802,3570442,3672730,3521456,3722636,3911031,3831933,3706468,3769646,3881348,3953383,3920591,4022810,4047340,4101017,3905950,3728247,3905206,3744728,3722731.6,3941133.6,3932493,3874840.5,3830015,3949598,4164364
USA,OilCrop,12735636,13143496,13732402,14385266,15828249,16620570,17722132,18379335,18576768,19043418,18788441,20009323,24252826,22425367,23520671,21486462,25517690,27904053,31756522,29854460,29230140,30913920,27405000,29181530,27006710,25390370,24789217,24882850,25650560,24589750,25681820,25330460,25173750,26971200,27235420,27519860,30141833,31252485,32014215,31843486,32065736,31704940,31565078,31836810,31485360,32221109,27970954,32459956,32690745,33120449
USA,OtherGrain,20033550,19600000,19320200,17709000,17181764,17200592,16874575,17273377,17233391,17653658,17800165,15216674,16592579,14316609,15388727,14439045,15345658,14129198,12636990,11900640,13405150,13926479,12174100,14643000,15245000,13708700,11563404,9442800,11063000,9497800,9711002,10015679,8229299,8288655,7440410,8908866,7694985,6992285,6802930,6506447,6373783,5661601,6411357,5413057,4766391,4195508,5154205,5416405,4339949,3788890
USA,PalmFruit,2650,2500,1900,2100,1800,1700,1600,1900,1645,1700,1700,1700,1700,1500,1700,1700,1700,1700,1800,1700,1700,1500,1700,1500,1400,1300,1200,1200,1200,1080,950,895,820,850,890,980,1050,400,750,900,892,891,433,542,292,300,310,291,255,255
USA,Rice,643450,717450,717480,723500,726000,796636,797860,953024,862001,735073,736368,736368,878937,1024950,1141070,1004290,910830,1202610,1161720,1340960,1535230,1320750,878380,1134600,1010200,956700,944750,1174130,1087050,1142400,1125400,1267500,1146500,1341950,1251700,1134750,1255750,1318080,1421270,1229850,1341140,1297840,1212860,1345590,1361380,1141630,1112090,1204360,1255750,1462950
USA,Root_Tuber,688993,641777,619672,591309,643086,670358,662270,625792,639080,640463,621553,565766,585809,619920,565805,611859,602789,610406,564418,515076,551340,567613,552223,575150,600040,538480,564330,549202,558395,595080,592195,569392,568308,594285,590944,612759,579195,598207,574434,585708,533718,547390,544547,510962,476765,490093,495042,464507,463471,457006
USA,SugarCrop,753200,764160,860938,963865,867888,833280,820277,924705,922147,865393,869013,884602,848265,840591,978642,951646,846000,852400,784750,809667,832888,737310,760130,768770,780300,825500,860385,889980,889917,897046,941143,959764,969764,975483,964970,906658,957319,977034,1024560,977400,918801,966742,947015,908490,876074,890844,860532,757782,818449,822970
USA,Wheat,20870000,17680000,18415000,20138000,20056000,20077400,23614300,22162300,19079000,17629500,19297200,19142600,21912600,26453100,28124800,28702700,26986500,22863000,25274500,28783600,32635000,31540300,24843300,27085000,26184000,24559000,22646000,21525000,25167000,27965000,23392000,25398800,25378900,24997000,24685000,25414000,25414000,23878000,21781000,21474100,19616500,18544500,21474100,20222000,20276600,18939500,20638800,22540800,20191200,19270900
USA,Cotton_Fiber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA,Cotton_Total,6327000,6300460,5751000,5688000,5508790,3865500,3236230,4111550,4472160,4514210,4642080,5254370,4844020,5077360,3559570,4416480,5372250,5018030,5192410,5347800,5601300,3939100,2973460,4200000,4139600,3427000,4059000,4835000,3860600,4748000,5245000,4510000,5173000,5391400,6478000,5125550,5425000,4323550,5432900,5282000,5596000,5025000,4857660,5284040,5585770,5152640,4244830,3062980,3046790,4329660
Western Europe,Corn,4077807,3826445,3973002,3881841,3737584,3812664,3862014,3912632,4142147,4528207,4609680,4785338,4771853,4714085,4730928,4098162,4401893,4572882,4829385,4553596,4376784,4510193,4458806,4592676,4786277,4731130,4575463,4862221,4677475,4226826,4606950,4559313,4540155,4380787,4388095,4780519,4947491,4784827,4678997,4838181,5163866,4965755,5037783,5186415,4898248,4469649,4462169,4855458,4624497,4549483
Western Europe,FiberCrop,177458,199903,200534,199051,154765,147521,113722,82326,88581,73751,80914,67170,57376,67217,72111,92577,90841,74471,73137,74844,67429,65704,61434,68140,78258,63944,70975,75821,80620,81449,68583,134701,99935,118856,149970,215522,241664,304073,427936,127274,127102,117152,137102,129020,122200,111151,110595,99211,85510,82789
Western Europe,FodderGrass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Europe,FodderHerb,422604,427690,413314,385817,377168,377982,366445,338595,326106,320690,312531,299707,279766,296730,277877,264433,256593,238052,230703,227388,229805,268079,302468,320139,333056,332394,359222,358476,370283,375901,358992,351802,353511,376117,469367,612539,546738,444042,442317,405326,409478,418326,433987,260766,259674,207681,163518,146060,181762,168167
Western Europe,MiscCrop,16326316,16264443,16390907,16232561,15914948,15771047,15690153,15350163,15171765,15179489,14735682,14773523,14660064,14682763,14614195,14657466,14614841,14713927,14583363,14539148,14328610,14718429.14,14653723.55,14619331,15432861,15559053,16284872,16387547,16285168,16231989,15766454.63,15529424.01,15241413.63,14813172.63,14606615.01,14601176.01,14596465,14684875,14399189.01,14183276,14107377,14196828,14201705,14058084.1,13921388.3,13250351.87,12867755,12426902,12758866,12603973
Western Europe,OilCrop,2646155,2695168,2691623,2817315,2801117,2881631,2944516,3006393,3060368,3312248,3642065,3801586,3941800,3986252,4362636,4096919,4060660,4126650,4118124,5732511,6799951,7199112,7612229,7978475,9425573,9935317,11219691,10812810,10838618,11642953.5,11359406.79,11685200.6,11920317.09,11915626.7,11548652,11247379.37,11529248.13,11950465.31,12441363.7,11521666.21,11457033.51,11233922.53,11580568,11495241,11515179,12030271.1,12225065.67,11961313.64,12594715.02,12388112.13
Western Europe,OtherGrain,25677995,25374595,25967876,25274704,25386866,25887141,26148130,26337049,26400297,26204370,26085977,25849523,26056026,26094581,26596441,26347370,26554973,26730094,26616857,26209592,25962421,25701582,24630363,25049312,25257991,24503200,23693080,23738348,23128191,22438265,21729332,20870348,19571319,19305911,19498273,20174111,20847269,20546892,19438068,19539885,19549002,19344784,18934254,18778863,18507644,18519592,18194196,18544106,18286661,16953911
Western Europe,PalmFruit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,800,800,500,527,547,549,535,538,533,511,525,517,535,551,557,562,565,575,580,575,580,575,558,510
Western Europe,Rice,337202,348800,317726,311207,324155,336184,340829,339384,370800,382122,378479,369776,382978,375300,351375,349484,375317,392073,387048,355580,357027,376111,341801,371437,378232,387656,383728,399239,397827,421583,410083,404405,384126,417640,416790,484087,482440,466793,463673,459122,457432,458350,469174,491794,491053,497469,497626,496455,535921,556066
Western Europe,Root_Tuber,4793205,4765121,4748235,4387482,4102535,3948294,3919495,3765576,3482651,3545651,3373210,3188688,3167409,3107997,2890902,2993248,3029202,2836805,2714866,2635474,2508382,2495205,2473304,2478194,2467411,2344460,2310039,2242862,2218167,2107509,1887780,1940764,1736449,1703979,1783600,1776276,1656599,1565024,1645592,1577817,1508834,1497339,1445265,1458352,1371049,1369378,1366706,1324636,1333607,1299704
Western Europe,SugarCrop,1879447,1917945,1929912,2139258,2072656,1974139,2065303,2112079,2063737,2122935,2172017,2257329,2344450,2335010,2751562,2937591,2786216,2760721,2678541,2679524,3037598,2924317,2683647,2708389,2608157,2655713,2620037,2499529,2572654,2626894,2530373,2568936,2557775,2524532,2467561,2537143,2621586,2600280,2490056,2339779,2261099,2295353,2104672,2039303,2089182,1744144,1720862,1578557,1624974,1606141
Western Europe,Wheat,25982999,27562572,26361488,27246629,27497612,26384706,26364605,26942063,26657748,26330059,26497223,26362264,25358561,26315463,25443420,26530607,25019530,25905402,25685995,26163819,26348172,26488879,27025896,26816806,26221705,26770339,26881787,26385047,27093962,26938584,27133534,26974485,25708184,25844600,26190412,26464497,26826382,26815799,26605416,27546630,26201122,27456300,26355351,27433842,27105273,25558072,25024911,26182425,24808113,25837263
Western Europe,Cotton_Fiber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Europe,Cotton_Total,1207459,1307455,1141783,1033400,1033145,1090342,1007652,997838,953826,766481,911369,1060681,927333,1097848,875052,789915,1040555,859062,795930,879712,859203,783742,819190,1027369,959983,892660,885960,1135645,1067852,984200,912161,1020945,945763,992371,1192507,1238075,1239882,1270266,1259894,1157833,1179842,1189877,1106486,1103330,997452,1026101,958071,797530,708573,793339
